-0.031146677	-0.006900351	-0.018311165	0.3898937	0.1383122	0.19926815	-0.30661875	0.2099412	0.006278753	-0.09025957	0.11891655	0.27834713	-0.078629345	0.5921296	-0.30605808	-0.055800915
0.13875273	-0.37930125	-0.1856706	0.23723982	0.054437168	0.431934	-0.3817002	0.52192265	0.40602913	-0.5224032	0.26918408	-0.2110343	-0.4379993	0.86004	-0.509009	0.62560743
-0.25252554	-0.0012644005	-0.14703175	0.54364794	0.0225044	0.066761576	-0.05075954	-0.18879549	0.062327262	-0.09530625	-0.24413686	0.2470404	0.086469695	0.1327327	0.16039047	-0.32957906
0.02716409	0.15018208	0.10901127	0.42162815	0.038585614	0.07105973	-0.20313954	-0.052926693	-0.05551603	0.010176571	-0.14651522	0.34913522	0.13114661	0.264094	0.0066296253	-0.2940685
0.09881287	0.17944647	0.0853676	0.073377796	0.09257208	0.081176646	-0.2825116	0.13915919	-0.113700576	0.1788173	0.19824544	0.27554557	0.115344144	0.13347599	-0.24311405	-0.2654663
-0.41320443	-5.5543962e-05	-0.22470592	0.87280124	-0.17576513	-0.21546248	0.67711484	-0.5797768	0.112582825	-0.07750131	-0.7407488	0.35423264	0.3183582	-0.49718845	0.60151684	-0.6400929
-0.05983297	0.023369992	0.058445767	0.3290957	0.15733434	0.20233393	-0.43323165	0.35194975	0.037707742	-0.26484588	0.018940436	0.30037472	-0.06796078	0.6952738	-0.41174293	0.051347267
-0.17475744	-0.11183277	-0.15680891	0.19304357	0.22513811	-0.103717245	-0.14963707	0.23106667	-0.18018009	-0.13667482	0.09968746	0.15655874	-0.10851796	0.30692008	-0.2862721	-0.026797589
-0.45519227	0.3547221	0.11020044	0.29627138	0.14711457	-0.28942567	0.3549338	-0.2859913	-0.3357409	0.58553916	-0.11374328	0.50159407	0.44246408	-0.74037695	0.27333367	-0.8030694
-0.26422974	-0.12438606	-0.16885553	0.5400792	0.0895948	-0.05683617	0.15444171	-0.11717509	-0.007362644	-0.21982373	-0.30779648	0.18424635	-0.15280108	0.28957644	0.12922925	-0.11329739
-0.5431384	-0.3268478	-0.463606	0.42515892	0.6103373	-0.4750245	0.14872558	0.40633872	-0.4690581	-0.4612673	-0.13726026	0.4510789	-0.3801135	0.6448093	-0.31542724	0.4388683
